,error
0,0.0
1,0.0
2,0.0
3,4.421449618807519
4,0.005745615697179684
5,0.005745615697179684
6,0.11657749825270255
7,0.11657749825270255
8,0.0924115431968452
9,0.03173270104799176
10,0.0
11,8.09804789236075
12,0.10647164631428724
13,0.13401211736139176
14,0.0
15,5.362905411300187
16,0.9060912989979577
17,0.0
18,0.0
19,0.0
20,8.261896996328783
21,0.0
22,2.6154048613296204
23,0.0
24,6.434299389063181
25,9.486771736982197
26,4.93708241533631
27,14.257269677734289
28,1.9649634408302217
29,23.141253861777138
30,3.4310742538659555
31,0.021776618426128918
32,0.021776618426128918
33,0.0
34,5.307643874921642
35,0.0
36,2.1935012141131893
37,0.01503811396188875
38,0.01503811396188875
39,0.03654320775803391
40,0.01741036641229931
41,0.17322015304152535
42,0.0
43,2.6911040454766635
44,0.18778815272264887
45,0.5935503917553819
46,0.042390467359491604
47,0.042390467359491604
48,0.4080677743438086
49,0.4080677743438086
50,22.952724235671347
51,0.0
52,0.8147267087106492
53,1.984993930300205
54,0.4379901606366291
55,0.0
56,0.0
57,0.4582315820523931
58,0.0
59,0.0
60,0.8306665609408712
61,3.8919060861955543
62,11.309338718178957
63,21.542862678536665
64,0.16803198516220114
65,0.16803198516220114
66,0.11853856676222374
67,0.8142263737305511
68,0.13297296140711903
69,1.8679022249350303
70,0.0880623369108405
71,0.8521010115622032
72,1.6964658044526773
73,0.054204945826155815
74,13.898917510980604
75,1.21689419889345
76,13.903820155010681
77,0.17692158327678148
78,0.0
79,2.607088002751597
80,2.1820799073876564
81,6.024435995561617
82,4.644177058221782
83,0.0
84,0.7809709004956767
85,0.0
86,0.0
87,0.8097343914211513
88,0.05793518365451352
89,0.05793518365451352
90,0.06736007219099654
91,0.06455654269061302
92,0.054035965408464004
93,0.037812843568807666
94,0.03662847893776571
95,0.05732204295700392
96,0.0200369162667593
97,0.3089129422528958
98,12.448150339474344
99,0.2933955526967257
100,1.057500852171959
101,0.521615028747927
102,0.18958623958361664
103,0.5455347878320663
104,6.68730354735861
105,2.810417420807619
106,0.012899650685376468
107,0.10898701843171524
108,2.7387291719685254
109,0.023543393853243746
110,1.7685384320674244
111,0.0
112,2.5803557236196633
113,3.1522075879061577
114,1.8351788737283945
115,0.21111379726264842
116,4.129170853888406
117,0.09231331083874175
118,2.590005243776378
119,0.2851784607437265
120,0.0
121,0.13500749829020225
122,2.3963865701394598
123,1.6614310711316653
124,2.183006956979585
125,0.33995263255205344
126,0.0
127,0.2132294737257003
128,1.4466466824915358
129,6.279345227438661
130,0.21298881452850954
131,1.5899965661897881
132,23.137437939124084
133,2.5511526337703936
134,1.2333527665105286
135,5.716209508653613
136,0.9132369161661398
137,3.5722771907890287
138,0.0
139,0.057828826134472065
140,0.0
141,0.4379901606366291
142,3.0498066975592617
143,0.0
144,0.05582628504955663
145,0.05582628504955663
146,0.0
147,0.0
148,0.05020049494324386
149,0.05020049494324386
150,0.05011654322593064
151,0.05011654322593064
152,0.054315604651908385
153,0.054315604651908385
154,0.8017814382458555
155,0.14515538895902672
156,0.05026692223997186
157,2.536137093616349
158,0.8034149239066193
159,8.229476419340077
160,0.00382355224761806
161,0.00382355224761806
162,19.25479447200901
163,0.007783644865480777
164,0.007783644865480777
165,6.0982814851298235
166,0.0
167,0.008141147709036841
168,0.008141147709036841
169,0.21160154424691474
170,7.9001885814095845
171,3.6198723081435484
172,0.0774952413429445
173,0.9342614560168014
174,0.0382209629984343
175,2.855204366351472
176,0.0066716955981751536
177,0.0066716955981751536
178,0.0
179,0.0
180,0.16110059523363612
181,2.4183876042678047
182,2.338046548499463
183,3.191343478149281
184,0.6677004072583468
185,0.04900529219985071
186,0.11082446005896456
187,0.5974853519803587
188,0.4592881989887309
189,1.8656872569216878
190,0.0
191,0.0
192,0.0
193,0.043950298272378785
194,0.043950298272378785
195,0.043950298272378785
196,0.0
197,0.0
198,0.29692887621066877
199,0.4199485534513225
200,9.50563767102734
201,0.12743101937137585
202,0.12743101937137585
203,0.13177473220296618
204,0.0052584954350482485
205,0.0052584954350482485
206,0.05329039478941696
207,0.029783210447331187
208,0.0
209,5.626589708242321
210,4.714014682866554
211,0.055617989770213976
212,0.055617989770213976
213,0.09440476995875498
214,0.09440476995875498
215,0.06004197354823554
216,0.07077679964396219
217,0.036159229448229316
218,0.13256118343969042
219,0.07426954046528365
220,0.11045955206248963
221,0.0850088687148929
222,0.033782684053887096
223,0.6006090765156095
224,5.243952316996557
225,0.2803237451475432
226,5.223604123548812
227,0.0
228,0.0
229,7.994228902681977
230,0.04241573927563383
231,0.04241573927563383
232,0.060061128415396
233,0.009057280188350478
234,0.03509376495056614
235,0.022238985328429384
236,0.053376795445285695
237,0.04119017160379689
238,0.04131199035676894
239,0.018844129040917184
240,0.03454652218407199
241,0.8164006659470382
242,0.38278263338762963
243,2.078360154981217
244,13.448036842360786
245,1.2333527665105286
246,0.09069708860219125
247,5.194160902504533
248,0.16193092945228368
249,4.111596888166724
250,0.9342614560168014
251,15.907058628655115
252,0.03202148472916143
253,0.03202148472916143
254,0.018926273205973617
255,0.15086757999015393
256,1.912080069987608
257,2.3646843504634654
258,2.088262985876886
259,0.00043347013963524166
260,0.0
261,3.570910942028153
262,3.0376428936194455
263,0.0
264,0.0
265,0.24035279480361346
266,0.0
267,0.0
268,3.303357228031214
269,0.294623922697522
270,0.04040844689140852
271,0.04040844689140852
272,0.017324191157298635
273,0.023815892737982337
274,0.01507919008509578
275,0.25143948204296646
276,0.027404478327751586
277,0.027404478327751586
278,0.013837611021522948
279,0.04291236434874586
280,0.05012388364058675
281,0.034146499003611094
282,0.06169860567753046
283,0.02675484097205897
284,0.007267107796172268
285,1.8196038711863527
286,0.11678581082594539
287,0.15173658046417812
288,0.40535414519611584
289,21.125596425384213
290,0.0
291,0.8619793055463622
292,0.0144856347911443
293,1.9636384790817603
294,0.4611739874307015
295,0.11678581082594539
296,0.8521010115622032
297,0.05796172276473996
298,0.05796172276473996
299,0.0064546197242844735
300,0.03690585988641928
301,0.05727892239616017
302,0.051738881182981235
303,0.030268690481854387
304,0.047248606055110165
305,0.04682805718170811
306,0.062425881909074804
307,0.05346911690775068
308,0.055588943955793876
309,1.4551366678813515
310,10.999910750256456
311,2.131693435681431
312,0.06923354267716064
313,0.043950298272378785
314,0.043950298272378785
315,0.0
316,8.152570915489068
317,25.017788096386045
318,0.17322015304152535
319,1.3466337686922036
320,1.734416759051691
321,0.08238195559550465
322,0.08238195559550465
323,4.125884271221504
324,0.13046163450139073
325,1.6471048900522605
326,0.2614874113774006
327,0.7693565263044803
328,0.4109239595719344
329,0.7808624978505004
330,5.356450444759778
331,0.9757274234950588
332,1.7088225838341313
333,0.0
334,0.0
335,0.09045788233477627
336,0.09045788233477627
337,0.1970118472420505
338,0.13057951628247985
339,0.4118942274233249
